workerid,proliferate.condition,classification,num,sentence,stim,text,trial,type,subject_data.age,subject_data.american,subject_data.assessment,subject_data.comments,subject_data.fairprice,subject_data.gender,subject_data.languages,subject_data.problems,time_in_minutes,error
96,condition1,obstacle,23,"I turn to see Grandmother, wiping her eyes and lighting a candle at her shrine. She makes the Sign of the Cross, then tells me a story about the rich man who had everything he wanted except freedom…",,of choice.,9,non-legal,40,Yes,Yes,,yes,Female,english,no,4.072983333,
188,condition1,obstacle,40,"So I'm sick and tired of hearing' Women's issues' which is just a euphemism for abortion, really."" The women in Tampa take that message to heart. The 2020 election, many of them tell me, is about a bigger clash of ideals."" For me, it's freedom",,of choice.,4,legal,64,Yes,Yes,,"NOT MUCH, #2.00.",Male,ENGLISH,NO,11.28075,
226,condition1,obstacle,40,"So I'm sick and tired of hearing' Women's issues' which is just a euphemism for abortion, really."" The women in Tampa take that message to heart. The 2020 election, many of them tell me, is about a bigger clash of ideals."" For me, it's freedom",,of choice.,4,legal,21,Yes,Yes,,$1.50 ,Male,English,No,8.550316667,
15,condition1,obstacle,24,"You've lied to me, held me captive, and separated me from the people I love most in the world. But worst of all, you've used your piety as an excuse to take away my freedom…",,Of choice. ,7,non-legal,28,Yes,Yes,,$2 ,Female,English ,No. ,11.31891667,
15,condition1,obstacle,3,What is the very best way to get the Amazon system to work for you when you're promoting its products? Offering your buyers a wide selection of products to choose from offers them lots of freedom…,,Of choice. ,10,non-legal,28,Yes,Yes,,$2 ,Female,English ,No. ,11.31891667,
6,condition1,obstacle,0,"They think I do great work. It's things like the parody video that turns me off to photography as a business. I have no interest in dealing with prospects and clients, answering to their whims, or compromising my freedom…",,of creativity to make what they want to make. ,3,non-legal,26,Yes,Yes,,Yes,Female,english,No,8.262966667,
219,condition1,obstacle,38,"But as your relationship subtly intensified, she choose the practicality and constraint of her and him over the irrationality and freedom…",,of doing what they please,9,non-legal,67,Yes,Yes,,1,Other,english,,6.7094,
34,condition1,obstacle,17,Libraries = Intellectual Freedom. Libraries are already one of the leaders in intellectual freedom. We work hard to ensure privacy and freedom…,,of education,8,non-legal,28,Yes,Yes,,1.50 USD,Male,English,No,14.1312,
200,condition1,obstacle,34,"It has built 2,000 acres of new islands from sand and coral in the South China Sea, replete with bases and runways. In May, the United States started sending Navy warships to within 12 nautical miles of the islands to assert freedom…",,of expansion,1,non-legal,34,Yes,Yes,none,$3 ,Male,English,none,16.36181667,
17,condition1,obstacle,0,"They think I do great work. It's things like the parody video that turns me off to photography as a business. I have no interest in dealing with prospects and clients, answering to their whims, or compromising my freedom…",,of expression,1,non-legal,62,Yes,Yes,Some of these were hard to complete because they were out of context of a larger writing. ,2.5,Female,English,no,15.38233333,
34,condition1,obstacle,29,"What happened to those beautiful statutes enunciated in the constitution which guarantee the sanctity of the citizen's life, property, and the many other rights such as the right to freedom…",,of expression,5,legal,28,Yes,Yes,,1.50 USD,Male,English,No,14.1312,
175,condition1,obstacle,5,"They work under the premise that safer always is better. A current and continuing case, for instance, involves compulsory helmet laws and motorcyclists' campaign for repeal. Arguments for repeal are basic: freedom…",,of expression,6,legal,26,Yes,Yes,,$1.50 ,Male,english,no,6.6617,
78,condition1,obstacle,24,"You've lied to me, held me captive, and separated me from the people I love most in the world. But worst of all, you've used your piety as an excuse to take away my freedom…",,of expression,7,non-legal,26,Yes,Yes,,2,Male,English,,3.947566667,
65,condition1,obstacle,35,"“It brought a lot of threats from people already saying I'll never work again,"" she told the newspaper. ""If that's what America has come to, where we all hate and bully people, there's no more freedom…",,of expression,8,non-legal,33,Yes,Yes,,2.03 gbp,Female,English,no,6.024133333,
108,condition1,obstacle,38,"But as your relationship subtly intensified, she choose the practicality and constraint of her and him over the irrationality and freedom…",,of expression,8,non-legal,38,Yes,Yes,,yes,Male,english,no,11.8491,
148,condition1,obstacle,0,"They think I do great work. It's things like the parody video that turns me off to photography as a business. I have no interest in dealing with prospects and clients, answering to their whims, or compromising my freedom…",,of expression,4,non-legal,30,Yes,Yes,,2.5,Male,English,No,10.57803333,
204,condition1,obstacle,20,"I am thrilled to see Occupy working so constructively to help all those who think they are trapped in debt realize that the trap is to a large extent, comprised simply of intimidation, and that with some of the right kind of guidance and thought, one can get free. Life's problems and our society's problems must still be faced, but once one has attained freedom…",,of expression,6,non-legal,36,Yes,Yes,,2.5,Male,English,None,31.08105,
216,condition1,obstacle,35,"“It brought a lot of threats from people already saying I'll never work again,"" she told the newspaper. ""If that's what America has come to, where we all hate and bully people, there's no more freedom…",,Of expression ,6,non-legal,35,Yes,Yes,,20,Male,English , No ,14.5787,
216,condition1,obstacle,39,"It is an open question which form of the couplet demands the more technique, heroic or romance. All we can be sure of is that each version demands plenty. Perhaps the romance couplet always demanded most, as it headed towards the freedom…",,Of expression ,9,non-legal,35,Yes,Yes,,20,Male,English , No ,14.5787,
188,condition1,obstacle,29,"What happened to those beautiful statutes enunciated in the constitution which guarantee the sanctity of the citizen's life, property, and the many other rights such as the right to freedom…",,of expression and religion.,3,legal,64,Yes,Yes,,"NOT MUCH, #2.00.",Male,ENGLISH,NO,11.28075,
84,condition1,obstacle,40,"So I'm sick and tired of hearing' Women's issues' which is just a euphemism for abortion, really."" The women in Tampa take that message to heart. The 2020 election, many of them tell me, is about a bigger clash of ideals."" For me, it's freedom",,of expression.,3,legal,31,Yes,Yes,N/A.,$5.00 ,Female,English,No,8.8099,
84,condition1,obstacle,5,"They work under the premise that safer always is better. A current and continuing case, for instance, involves compulsory helmet laws and motorcyclists' campaign for repeal. Arguments for repeal are basic: freedom…",,of expression.,9,legal,31,Yes,Yes,N/A.,$5.00 ,Female,English,No,8.8099,
220,condition1,obstacle,0,"They think I do great work. It's things like the parody video that turns me off to photography as a business. I have no interest in dealing with prospects and clients, answering to their whims, or compromising my freedom…",,of expression.,9,non-legal,50,Yes,Yes,,$3 ,Female,Englishy,,8.273983333,
235,condition1,obstacle,15,Both the Religious Test Clause and the First Amendment of the Constitution are not guarantees of religious heterogeneity--they are guarantees of a freedom…,,of faith.,2,legal,28,Yes,Yes,No comments.,$3.00 ,Male,English,No,6.150233333,
154,condition1,obstacle,13,"Once I'm airborne, the kite responds like a parachute, slowing my descent. I glide for a few seconds before landing on a feathery cushion of waist-deep joy. But most liberating is the sheer freedom…",,of falling,2,non-legal,35,Yes,Yes,It was hard to come up with sentences that didn't sound awkward for some of them.,I don't know.,Male,English,No.,11.59628333,
14,condition1,obstacle,13,"Once I'm airborne, the kite responds like a parachute, slowing my descent. I glide for a few seconds before landing on a feathery cushion of waist-deep joy. But most liberating is the sheer freedom…",,of falling from the sky,3,non-legal,32,Yes,Yes,Interesting to see examples from both history and science fiction.,$3 ,Male,english,"I don't think so, but it was hard to tell if the ""type of freedom"" selection stayed selected - it was a similar color and sometimes seemed to go away.",24.14318333,
36,condition1,obstacle,20,"I am thrilled to see Occupy working so constructively to help all those who think they are trapped in debt realize that the trap is to a large extent, comprised simply of intimidation, and that with some of the right kind of guidance and thought, one can get free. Life's problems and our society's problems must still be faced, but once one has attained freedom…",,of finances,9,non-legal,31,Yes,Yes,it went smooth,3,Male,,no,4.986,
143,condition1,obstacle,13,"Once I'm airborne, the kite responds like a parachute, slowing my descent. I glide for a few seconds before landing on a feathery cushion of waist-deep joy. But most liberating is the sheer freedom…",,of flight,4,non-legal,29,Yes,Yes,"Interesting survey and even a bit education, very enjoyable",3,Male,English,N/A,12.14763333,
175,condition1,obstacle,13,"Once I'm airborne, the kite responds like a parachute, slowing my descent. I glide for a few seconds before landing on a feathery cushion of waist-deep joy. But most liberating is the sheer freedom…",,of flight,3,non-legal,26,Yes,Yes,,$1.50 ,Male,english,no,6.6617,
216,condition1,obstacle,13,"Once I'm airborne, the kite responds like a parachute, slowing my descent. I glide for a few seconds before landing on a feathery cushion of waist-deep joy. But most liberating is the sheer freedom…",,Of flight ,8,non-legal,35,Yes,Yes,,20,Male,English , No ,14.5787,
84,condition1,obstacle,13,"Once I'm airborne, the kite responds like a parachute, slowing my descent. I glide for a few seconds before landing on a feathery cushion of waist-deep joy. But most liberating is the sheer freedom…",,of flight.,5,non-legal,31,Yes,Yes,N/A.,$5.00 ,Female,English,No,8.8099,
230,condition1,obstacle,13,"Once I'm airborne, the kite responds like a parachute, slowing my descent. I glide for a few seconds before landing on a feathery cushion of waist-deep joy. But most liberating is the sheer freedom…",,of flying,7,non-legal,66,Yes,Yes,I didn't time it but it felt a little bit long for the pay,3,Female,English,no,8.7938,
12,condition1,obstacle,13,"Once I'm airborne, the kite responds like a parachute, slowing my descent. I glide for a few seconds before landing on a feathery cushion of waist-deep joy. But most liberating is the sheer freedom…",,Of flying,1,non-legal,37,Yes,Yes,,15/hr,Female,ENGLISH,The opportunity/opposition buttons didn’t really show when clicked as different from not clicked. ,8.60025,
48,condition1,obstacle,13,"Once I'm airborne, the kite responds like a parachute, slowing my descent. I glide for a few seconds before landing on a feathery cushion of waist-deep joy. But most liberating is the sheer freedom…",,Of flying,3,non-legal,23,Yes,Yes,,Yee,Male,English,No,7.45375,
8,condition1,obstacle,13,"Once I'm airborne, the kite responds like a parachute, slowing my descent. I glide for a few seconds before landing on a feathery cushion of waist-deep joy. But most liberating is the sheer freedom…",,Of flying ,4,non-legal,53,Yes,Yes,,3,Female,English ,None ,10.64051667,
221,condition1,obstacle,13,"Once I'm airborne, the kite responds like a parachute, slowing my descent. I glide for a few seconds before landing on a feathery cushion of waist-deep joy. But most liberating is the sheer freedom…",,of flying.,10,non-legal,29,Yes,Yes,,,Other,English,N/A,20.5844,
104,condition1,obstacle,39,"It is an open question which form of the couplet demands the more technique, heroic or romance. All we can be sure of is that each version demands plenty. Perhaps the romance couplet always demanded most, as it headed towards the freedom…",,of form,8,non-legal,20,Yes,Yes,,$3 ,Female,English,no,10.05431667,
141,condition1,obstacle,6,"At the time of the Paris Peace Conference, the goal of the conference was described as ""giving birth to a new order to which all mankind is looking for freedom…",,of fossil fuels,7,legal,45,Yes,Yes,,1,Female,English,no,6.21805,
173,condition1,obstacle,38,"But as your relationship subtly intensified, she choose the practicality and constraint of her and him over the irrationality and freedom…",,of ignoring others opinions,7,non-legal,51,Yes,Yes,n/a,3,Female,English,no,15.5825,
173,condition1,obstacle,39,"It is an open question which form of the couplet demands the more technique, heroic or romance. All we can be sure of is that each version demands plenty. Perhaps the romance couplet always demanded most, as it headed towards the freedom…",,of individual choice,10,non-legal,51,Yes,Yes,n/a,3,Female,English,no,15.5825,
92,condition1,obstacle,18,"One might argue that anyone prepared to be part of a mob is not a classic, individual-liberty conservative. After all, the American revolution was not, unlike the French, a blood-bath for equality, but a war for freedom…",,of individuals,10,legal,30,Yes,Yes,,2.5,Male,English,None,8.00795,
217,condition1,obstacle,17,Libraries = Intellectual Freedom. Libraries are already one of the leaders in intellectual freedom. We work hard to ensure privacy and freedom…,,of information ,10,non-legal,25,Yes,Yes,,1.5,Male,English,,3.851516667,
87,condition1,obstacle,39,"It is an open question which form of the couplet demands the more technique, heroic or romance. All we can be sure of is that each version demands plenty. Perhaps the romance couplet always demanded most, as it headed towards the freedom…",,of inner feelings,7,non-legal,67,Yes,Yes,,5,Female,English,,6.098383333,
197,condition1,obstacle,34,"It has built 2,000 acres of new islands from sand and coral in the South China Sea, replete with bases and runways. In May, the United States started sending Navy warships to within 12 nautical miles of the islands to assert freedom…",,of international waters,10,non-legal,48,Yes,Yes,"I fully understood the directions, I just found it interesting as it was difficult to decide which choice the completed sentence fit under. In most cases, it felt like both 'could' apply. But there were some where I chose one or the other because it seemed most fitting, and then a couple, at least to me really seemed to be just one or the other. I don't think any of them felt like 'neither' because they all dealt with freedom in one way or another.",3,Female,English,No issues,16.61911667,
229,condition1,obstacle,38,"But as your relationship subtly intensified, she choose the practicality and constraint of her and him over the irrationality and freedom…",,of just her.,9,non-legal,36,Yes,Yes,,3,Male,English,No,7.13735,
91,condition1,obstacle,17,Libraries = Intellectual Freedom. Libraries are already one of the leaders in intellectual freedom. We work hard to ensure privacy and freedom…,,Of knowledge,10,non-legal,49,Yes,Yes,None,2,Female,Chinese,No,6.617883333,
103,condition1,obstacle,18,"One might argue that anyone prepared to be part of a mob is not a classic, individual-liberty conservative. After all, the American revolution was not, unlike the French, a blood-bath for equality, but a war for freedom…",,of life,10,legal,38,Yes,Yes,i have no comments,2,Male,english,no,6.233216667,
115,condition1,obstacle,1,"She addressed the Wikosans, using only those words of her language that she knew Benton could understand. ""Choose twelve among you to return to Wikosa. You will tell Wikosa that they may buy your lives and your freedom…",,Of life,5,non-legal,63,Yes,Yes,,2,Male,English ,,5.654783333,
141,condition1,obstacle,40,"So I'm sick and tired of hearing' Women's issues' which is just a euphemism for abortion, really."" The women in Tampa take that message to heart. The 2020 election, many of them tell me, is about a bigger clash of ideals."" For me, it's freedom",,of life,2,legal,45,Yes,Yes,,1,Female,English,no,6.21805,
102,condition1,obstacle,39,"It is an open question which form of the couplet demands the more technique, heroic or romance. All we can be sure of is that each version demands plenty. Perhaps the romance couplet always demanded most, as it headed towards the freedom…",,of love.,4,non-legal,35,Yes,Yes,"
None",2.5,Male,"English, Spanish",None,6.666733333,
146,condition1,obstacle,39,"It is an open question which form of the couplet demands the more technique, heroic or romance. All we can be sure of is that each version demands plenty. Perhaps the romance couplet always demanded most, as it headed towards the freedom…",,of love.,4,non-legal,19,Yes,Yes,N/A,2.03 GBP,Male,English,No,7.343683333,
168,condition1,obstacle,22,The trip begins in silence as the huge ship departs the Earth transport ship that brought you this far. In comfort you watch as the airship tilts up relative to the planet's surface. You start to feel some freedom…,,Of motion ,3,non-legal,37,Yes,Yes,,2,Male,English ,No,5.921483333,
168,condition1,obstacle,14,"Human freedom is thus distinct from the kind of freedom talked about by animal liberationists. Human freedom is largely our ability to act free of external constraints, but also freedom…",,Of movement ,5,legal,37,Yes,Yes,,2,Male,English ,No,5.921483333,
106,condition1,obstacle,11,"She said, ""I live in luxury now. I don't have to spend time with people I don't like. I have complete freedom…",,of my social life.,8,non-legal,39,Yes,Yes,,2.5,Male,English,,9.61645,
44,condition1,obstacle,11,"She said, ""I live in luxury now. I don't have to spend time with people I don't like. I have complete freedom…",,of my time,9,non-legal,24,Yes,Yes,,,Male,English,no,5.355033333,
188,condition1,obstacle,34,"It has built 2,000 acres of new islands from sand and coral in the South China Sea, replete with bases and runways. In May, the United States started sending Navy warships to within 12 nautical miles of the islands to assert freedom…",,of navigation.,8,non-legal,64,Yes,Yes,,"NOT MUCH, #2.00.",Male,ENGLISH,NO,11.28075,
217,condition1,obstacle,30,Unlimited means unlimited. I don't care if I only use 2GB of data half the year. It's the freedom…,,of no data cap,1,non-legal,25,Yes,Yes,,1.5,Male,English,,3.851516667,
92,condition1,obstacle,35,"“It brought a lot of threats from people already saying I'll never work again,"" she told the newspaper. ""If that's what America has come to, where we all hate and bully people, there's no more freedom…",,of opportunity,7,non-legal,30,Yes,Yes,,2.5,Male,English,None,8.00795,
101,condition1,obstacle,33,"The story of slavery and freedom told so movingly inside the museum, however, is also a painful and shameful narrative heard beyond the building's grounds. Visitors don't have to enter the building to learn about slavery or see symbols of the Black struggle to defend freedom…",,of opression,2,non-legal,37,Yes,Yes,none,3.00$,Female,english,no,6.37305,
79,condition1,obstacle,5,"They work under the premise that safer always is better. A current and continuing case, for instance, involves compulsory helmet laws and motorcyclists' campaign for repeal. Arguments for repeal are basic: freedom…",,of passage,8,legal,22,Yes,Yes,,3,Male,English,No,7.077333333,
48,condition1,obstacle,24,"You've lied to me, held me captive, and separated me from the people I love most in the world. But worst of all, you've used your piety as an excuse to take away my freedom…",,Of pursuit of happiness,9,non-legal,23,Yes,Yes,,Yee,Male,English,No,7.45375,
183,condition1,obstacle,31,"When people are allowed to choose and do whatever they want, they end up making bad choices that close off the possibility of other future free choices. So the solution is to maximize their overall freedom by limiting freedom…",,of random choices.,4,non-legal,37,Yes,Yes,,,Male,English,,19.58813333,
103,condition1,obstacle,22,The trip begins in silence as the huge ship departs the Earth transport ship that brought you this far. In comfort you watch as the airship tilts up relative to the planet's surface. You start to feel some freedom…,,of relief,2,non-legal,38,Yes,Yes,i have no comments,2,Male,english,no,6.233216667,
99,condition1,obstacle,0,"They think I do great work. It's things like the parody video that turns me off to photography as a business. I have no interest in dealing with prospects and clients, answering to their whims, or compromising my freedom…",,of religion,4,non-legal,58,Yes,Yes,none,,Female,english,no,12.89703333,
192,condition1,obstacle,24,"You've lied to me, held me captive, and separated me from the people I love most in the world. But worst of all, you've used your piety as an excuse to take away my freedom…",,of religion,7,non-legal,24,Yes,Yes,,$5 ,Male,english,,9.4643,
185,condition1,obstacle,24,"You've lied to me, held me captive, and separated me from the people I love most in the world. But worst of all, you've used your piety as an excuse to take away my freedom…",,of religion and beliefs.,4,non-legal,38,Yes,Yes,,5,Female,English,no,12.0519,
117,condition1,obstacle,29,"What happened to those beautiful statutes enunciated in the constitution which guarantee the sanctity of the citizen's life, property, and the many other rights such as the right to freedom…",,of religion?,7,legal,25,Yes,Yes,,$4 ,Female,English,No,10.3676,
189,condition1,obstacle,15,Both the Religious Test Clause and the First Amendment of the Constitution are not guarantees of religious heterogeneity--they are guarantees of a freedom…,,of religion.,10,legal,26,Yes,Yes,,$2 ,Male,English,No.,7.822416667,
213,condition1,obstacle,15,Both the Religious Test Clause and the First Amendment of the Constitution are not guarantees of religious heterogeneity--they are guarantees of a freedom…,,of religion.,1,legal,49,Yes,Yes,,3,Female,English,No,6.198416667,
226,condition1,obstacle,15,Both the Religious Test Clause and the First Amendment of the Constitution are not guarantees of religious heterogeneity--they are guarantees of a freedom…,,of religion.,6,legal,21,Yes,Yes,,$1.50 ,Male,English,No,8.550316667,
220,condition1,obstacle,23,"I turn to see Grandmother, wiping her eyes and lighting a candle at her shrine. She makes the Sign of the Cross, then tells me a story about the rich man who had everything he wanted except freedom…",,of religion.,7,non-legal,50,Yes,Yes,,$3 ,Female,Englishy,,8.273983333,
20,condition1,obstacle,15,Both the Religious Test Clause and the First Amendment of the Constitution are not guarantees of religious heterogeneity--they are guarantees of a freedom…,,of religious expression,2,legal,19,Yes,Yes,Great study,$2 ,Female,English,No,7.623716667,
116,condition1,obstacle,38,"But as your relationship subtly intensified, she choose the practicality and constraint of her and him over the irrationality and freedom…",,of responsibility,10,non-legal,40,Yes,Yes,,2.5,Male,English,No,17.90658333,
8,condition1,obstacle,22,The trip begins in silence as the huge ship departs the Earth transport ship that brought you this far. In comfort you watch as the airship tilts up relative to the planet's surface. You start to feel some freedom…,,Of restrictions,10,non-legal,53,Yes,Yes,,3,Female,English ,None ,10.64051667,
8,condition1,obstacle,5,"They work under the premise that safer always is better. A current and continuing case, for instance, involves compulsory helmet laws and motorcyclists' campaign for repeal. Arguments for repeal are basic: freedom…",,Of rights ,8,legal,53,Yes,Yes,,3,Female,English ,None ,10.64051667,
232,condition1,obstacle,29,"What happened to those beautiful statutes enunciated in the constitution which guarantee the sanctity of the citizen's life, property, and the many other rights such as the right to freedom…",,of speech,9,legal,39,Yes,Yes,Challenging but interesting,5,Female,English,no,10.15596667,
194,condition1,obstacle,35,"“It brought a lot of threats from people already saying I'll never work again,"" she told the newspaper. ""If that's what America has come to, where we all hate and bully people, there's no more freedom…",,of speech,10,non-legal,33,Yes,Yes,I am interested in what you will do with the responses,yes,Female,English,no,22.91373333,
197,condition1,obstacle,28,"Ten years ago, 106 nations affirmed their dedication to respecting and upholding core democratic values including the right of citizens to choose their representatives through regular, free, and fair elections with universal and equal suffrage; to equal protection under the law; and to freedom…",,of speech,4,legal,48,Yes,Yes,"I fully understood the directions, I just found it interesting as it was difficult to decide which choice the completed sentence fit under. In most cases, it felt like both 'could' apply. But there were some where I chose one or the other because it seemed most fitting, and then a couple, at least to me really seemed to be just one or the other. I don't think any of them felt like 'neither' because they all dealt with freedom in one way or another.",3,Female,English,No issues,16.61911667,
142,condition1,obstacle,7,"No, substantively, nothing has changed. It might be comforting to dig for the positives but the fact remains that this ruling will keep Obama in the WH. There will be nothing left of freedom…",,of speech,2,legal,22,Yes,Yes,none,a dollar seems fair enough,Male,English and Spanish,None,11.58126667,
200,condition1,obstacle,5,"They work under the premise that safer always is better. A current and continuing case, for instance, involves compulsory helmet laws and motorcyclists' campaign for repeal. Arguments for repeal are basic: freedom…",,of speech,2,legal,34,Yes,Yes,none,$3 ,Male,English,none,16.36181667,
200,condition1,obstacle,27,"And, son, that's why you don't want to end up like Stan Smith, the White Castle employee who did everything right.' Cause what did it get him? A government job fighting for so-called freedom",,of speech,8,non-legal,34,Yes,Yes,none,$3 ,Male,English,none,16.36181667,
55,condition1,obstacle,35,"“It brought a lot of threats from people already saying I'll never work again,"" she told the newspaper. ""If that's what America has come to, where we all hate and bully people, there's no more freedom…",,of speech,3,non-legal,71,Yes,Yes,some questions did not make sense to me,2.5,Male,english,no,11.37281667,
109,condition1,obstacle,17,Libraries = Intellectual Freedom. Libraries are already one of the leaders in intellectual freedom. We work hard to ensure privacy and freedom…,,of speech,1,non-legal,45,Yes,Yes,,$5.00 ,Male,English,No,6.699683333,
118,condition1,obstacle,9,Our constitution grants to each citizen the liberty and freedom to determine their own perception of reality. We simply ask each American citizen to exercise their freedom…,,of speech,1,legal,20,Yes,Yes,,,Female,English,,5.8072,
132,condition1,obstacle,9,Our constitution grants to each citizen the liberty and freedom to determine their own perception of reality. We simply ask each American citizen to exercise their freedom…,,of speech,1,legal,18,,Yes,,,Male,,,16.19745,
210,condition1,obstacle,35,"“It brought a lot of threats from people already saying I'll never work again,"" she told the newspaper. ""If that's what America has come to, where we all hate and bully people, there's no more freedom…",,of speech,2,non-legal,53,Yes,Yes,,3,Male,English ,none,25.32748333,
239,condition1,obstacle,29,"What happened to those beautiful statutes enunciated in the constitution which guarantee the sanctity of the citizen's life, property, and the many other rights such as the right to freedom…",,of speech,3,legal,27,Yes,Yes,,1,Female,English,,7.878483333,
104,condition1,obstacle,29,"What happened to those beautiful statutes enunciated in the constitution which guarantee the sanctity of the citizen's life, property, and the many other rights such as the right to freedom…",,of speech,2,legal,20,Yes,Yes,,$3 ,Female,English,no,10.05431667,
78,condition1,obstacle,37,The American promise is alive. It is that promise that's always set this country apart. It's a promise that says each of us has the freedom…,,of speech,6,legal,26,Yes,Yes,,2,Male,English,,3.947566667,
78,condition1,obstacle,35,"“It brought a lot of threats from people already saying I'll never work again,"" she told the newspaper. ""If that's what America has come to, where we all hate and bully people, there's no more freedom…",,of speech,9,non-legal,26,Yes,Yes,,2,Male,English,,3.947566667,
78,condition1,obstacle,29,"What happened to those beautiful statutes enunciated in the constitution which guarantee the sanctity of the citizen's life, property, and the many other rights such as the right to freedom…",,of speech,10,legal,26,Yes,Yes,,2,Male,English,,3.947566667,
48,condition1,obstacle,28,"Ten years ago, 106 nations affirmed their dedication to respecting and upholding core democratic values including the right of citizens to choose their representatives through regular, free, and fair elections with universal and equal suffrage; to equal protection under the law; and to freedom…",,Of speech,4,legal,23,Yes,Yes,,Yee,Male,English,No,7.45375,
48,condition1,obstacle,35,"“It brought a lot of threats from people already saying I'll never work again,"" she told the newspaper. ""If that's what America has come to, where we all hate and bully people, there's no more freedom…",,Of speech,7,non-legal,23,Yes,Yes,,Yee,Male,English,No,7.45375,
18,condition1,obstacle,29,"What happened to those beautiful statutes enunciated in the constitution which guarantee the sanctity of the citizen's life, property, and the many other rights such as the right to freedom…",,of speech,8,legal,25,Yes,Yes,,3,Other,english,,8.1996,
148,condition1,obstacle,40,"So I'm sick and tired of hearing' Women's issues' which is just a euphemism for abortion, really."" The women in Tampa take that message to heart. The 2020 election, many of them tell me, is about a bigger clash of ideals."" For me, it's freedom",,of speech,3,legal,30,Yes,Yes,,2.5,Male,English,No,10.57803333,
82,condition1,obstacle,9,Our constitution grants to each citizen the liberty and freedom to determine their own perception of reality. We simply ask each American citizen to exercise their freedom…,,of speech,7,legal,30,Yes,Yes,,$2 ,Male,English,No,4.609316667,
240,condition1,obstacle,40,"So I'm sick and tired of hearing' Women's issues' which is just a euphemism for abortion, really."" The women in Tampa take that message to heart. The 2020 election, many of them tell me, is about a bigger clash of ideals."" For me, it's freedom",,of speech,7,legal,30,Yes,Yes,,0.8,Male,English,No,6.290283333,
11,condition1,obstacle,32,"They, more than anyone, understand that what they protect is not a dead soldier, but a symbol of the value we place on those who gave their lives to defend the country they love, its way of life and the freedom…",,Of speech ,2,non-legal,34,Yes,Yes,N/a,1.5,Female,English ,No,14.33223333,
178,condition1,obstacle,28,"Ten years ago, 106 nations affirmed their dedication to respecting and upholding core democratic values including the right of citizens to choose their representatives through regular, free, and fair elections with universal and equal suffrage; to equal protection under the law; and to freedom…",,of speech ,1,legal,35,Yes,Yes,This experiment took way longer than the estimated time to do properly ,$4.00 ,Other,English ,No,14.91723333,
102,condition1,obstacle,35,"“It brought a lot of threats from people already saying I'll never work again,"" she told the newspaper. ""If that's what America has come to, where we all hate and bully people, there's no more freedom…",,of speech.,7,non-legal,35,Yes,Yes,"
None",2.5,Male,"English, Spanish",None,6.666733333,
129,condition1,obstacle,25,"Subjective performance is conceptualized as a combination of both the athletes' perception of their own performance and the athletes' perception of the coaches' perception of the athletes' performance level. Subjective performance correlated best with adversity, concentration, confidence, and freedom…",,Of speech.,4,non-legal,38,Yes,Yes,,3.5,Male,English ,No,31.00275,
6,condition1,obstacle,28,"Ten years ago, 106 nations affirmed their dedication to respecting and upholding core democratic values including the right of citizens to choose their representatives through regular, free, and fair elections with universal and equal suffrage; to equal protection under the law; and to freedom…",,of speech.,8,legal,26,Yes,Yes,,Yes,Female,english,No,8.262966667,
117,condition1,obstacle,35,"“It brought a lot of threats from people already saying I'll never work again,"" she told the newspaper. ""If that's what America has come to, where we all hate and bully people, there's no more freedom…",,of speech.,6,non-legal,25,Yes,Yes,,$4 ,Female,English,No,10.3676,
96,condition1,obstacle,15,Both the Religious Test Clause and the First Amendment of the Constitution are not guarantees of religious heterogeneity--they are guarantees of a freedom…,,of speech.,3,legal,40,Yes,Yes,,yes,Female,english,no,4.072983333,
198,condition1,obstacle,21,"Then Peter Gorman offered the winners the chance to work at one of the worst schools in the district. In exchange, the principals would get a raise, freedom…",,Of staffing and curriculum choices. ,6,non-legal,38,Yes,Yes,,Yes,Female,English,No,16.5609,
109,condition1,obstacle,8,"One final commonality, though, is less heartening: many organizations appear scared to death of Enterprise 2.0. They're worried that people will use the new tools and accompanying freedom…",,of technology,5,non-legal,45,Yes,Yes,,$5.00 ,Male,English,No,6.699683333,
125,condition1,obstacle,13,"Once I'm airborne, the kite responds like a parachute, slowing my descent. I glide for a few seconds before landing on a feathery cushion of waist-deep joy. But most liberating is the sheer freedom…",,of the air,3,non-legal,22,Yes,Yes,,2,Male,English,No,7.098716667,
40,condition1,obstacle,39,"It is an open question which form of the couplet demands the more technique, heroic or romance. All we can be sure of is that each version demands plenty. Perhaps the romance couplet always demanded most, as it headed towards the freedom…",,of the individual.,5,non-legal,26,Yes,Yes,,$1.50 ,Female,English,No,6.04255,
226,condition1,obstacle,34,"It has built 2,000 acres of new islands from sand and coral in the South China Sea, replete with bases and runways. In May, the United States started sending Navy warships to within 12 nautical miles of the islands to assert freedom…",,of the islands.,5,non-legal,21,Yes,Yes,,$1.50 ,Male,English,No,8.550316667,
218,condition1,obstacle,38,"But as your relationship subtly intensified, she choose the practicality and constraint of her and him over the irrationality and freedom…",,of the other partner,9,non-legal,31,Yes,Yes,This was one of the most unique studies I've ever participated in.,2 dollars,Female,English,No issues.,6.183066667,
110,condition1,obstacle,29,"What happened to those beautiful statutes enunciated in the constitution which guarantee the sanctity of the citizen's life, property, and the many other rights such as the right to freedom…",,of the press,6,legal,25,Yes,Yes,,$6/hour,Female,English,No,6.126666667,
